2025-11-11 16:29:13.987 [main] INFO  - Application starting...
2025-11-11 16:50:14.673 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.673 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 10 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=12687, to=10623
2025-11-11 16:50:14.673 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 53 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10570, to=12740
2025-11-11 16:50:14.673 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.673 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 40 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7470, to=10610
2025-11-11 16:50:14.673 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 18 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=12722, to=10628
2025-11-11 16:50:14.674 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 29 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10599, to=9209
2025-11-11 16:50:14.674 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 52 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=12670, to=7522
2025-11-11 16:50:14.674 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.674 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 68 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=12602, to=10667
2025-11-11 16:50:14.674 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 70 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=12532, to=10737
2025-11-11 16:50:14.674 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 17 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9192, to=12549
2025-11-11 16:50:14.674 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 73 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10664, to=7595
2025-11-11 16:50:14.674 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.674 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 17 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7578, to=10681
2025-11-11 16:50:14.674 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.674 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 48 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=12501, to=9240
2025-11-11 16:50:14.674 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 40 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10641, to=12541
2025-11-11 16:50:14.674 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.674 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 68 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7510, to=10709
2025-11-11 16:50:14.675 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.675 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 7 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9233, to=10716
2025-11-11 16:50:14.675 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 70 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10646, to=12611
2025-11-11 16:50:14.675 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.675 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 26 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=12585, to=9259
2025-11-11 16:50:14.675 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.675 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 12 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10634, to=12597
2025-11-11 16:50:14.675 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 80 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9179, to=7590
2025-11-11 16:50:14.675 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.675 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.675 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 84 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10550, to=12681
2025-11-11 16:50:14.675 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.675 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.675 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 10 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=12671, to=9189
2025-11-11 16:50:14.675 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.675 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 40 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9149, to=12711
2025-11-11 16:50:14.675 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 76 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=12635, to=7666
2025-11-11 16:50:14.675 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 80 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10470, to=9229
2025-11-11 16:50:14.675 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 90 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10380, to=7756
2025-11-11 16:50:14.676 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 69 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10311, to=12704
2025-11-11 16:50:14.676 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 76 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9153, to=10387
2025-11-11 16:50:14.676 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 95 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9058, to=10482
2025-11-11 16:50:14.676 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 65 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=7691, to=9123
2025-11-11 16:50:14.676 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 14 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10468, to=12718
2025-11-11 16:50:14.676 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.676 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.676 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 79 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9044, to=12797
2025-11-11 16:50:14.676 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 76 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=12721, to=9120
2025-11-11 16:50:14.676 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.676 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 23 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=7668, to=9143
2025-11-11 16:50:14.676 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.676 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 51 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10417, to=9194
2025-11-11 16:50:14.676 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 85 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10332, to=12806
2025-11-11 16:50:14.676 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 13 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9181, to=12819
2025-11-11 16:50:14.676 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 57 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7611, to=10389
2025-11-11 16:50:14.676 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 18 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=12801, to=9199
2025-11-11 16:50:14.676 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 12 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=12789, to=10401
2025-11-11 16:50:14.677 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.677 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 66 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9133, to=12855
2025-11-11 16:50:14.677 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 74 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=7537, to=9207
2025-11-11 16:50:14.677 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 89 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10312, to=12944
2025-11-11 16:50:14.677 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 68 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10244, to=9275
2025-11-11 16:50:14.677 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 31 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10213, to=9306
2025-11-11 16:50:14.677 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 17 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10196, to=9323
2025-11-11 16:50:14.677 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.677 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 25 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9298, to=12969
2025-11-11 16:50:14.677 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.677 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 83 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=7454, to=9381
2025-11-11 16:50:14.677 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.677 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 29 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9352, to=10225
2025-11-11 16:50:14.677 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 37 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10188, to=7491
2025-11-11 16:50:14.678 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 43 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9309, to=13012
2025-11-11 16:50:14.677 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.678 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.678 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 69 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7422, to=10257
2025-11-11 16:50:14.678 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.678 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 23 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10234, to=13035
2025-11-11 16:50:14.678 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.678 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 11 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9298, to=10245
2025-11-11 16:50:14.678 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.678 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 23 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10222, to=13058
2025-11-11 16:50:14.678 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.678 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 65 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10157, to=9363
2025-11-11 16:50:14.679 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 21 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=7401, to=9384
2025-11-11 16:50:14.679 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 40 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9344, to=10197
2025-11-11 16:50:14.679 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 16 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10181, to=9360
2025-11-11 16:50:14.679 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 78 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=7323, to=9438
2025-11-11 16:50:14.679 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 68 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10113, to=7391
2025-11-11 16:50:14.679 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 55 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=13003, to=9493
2025-11-11 16:50:14.679 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 77 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10036, to=9570
2025-11-11 16:50:14.679 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 30 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=7361, to=13033
2025-11-11 16:50:14.679 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 31 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10005, to=13064
2025-11-11 16:50:14.679 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.679 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 77 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9493, to=10082
2025-11-11 16:50:14.679 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 78 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9415, to=7439
2025-11-11 16:50:14.680 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.680 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 25 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9390, to=13089
2025-11-11 16:50:14.680 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.680 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 60 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10022, to=13149
2025-11-11 16:50:14.680 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.680 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 19 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=13130, to=9409
2025-11-11 16:50:14.680 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.680 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.680 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 22 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7417, to=10044
2025-11-11 16:50:14.680 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 33 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9376, to=13163
2025-11-11 16:50:14.680 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.680 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 31 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10013, to=13194
2025-11-11 16:50:14.680 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.680 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 26 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=13168, to=9402
2025-11-11 16:50:14.680 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 73 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9329, to=10086
2025-11-11 16:50:14.680 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 72 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=13096, to=7489
2025-11-11 16:50:14.681 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 10 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10076, to=13106
2025-11-11 16:50:14.681 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 82 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=9994, to=9411
2025-11-11 16:50:14.681 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.681 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 56 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9938, to=7545
2025-11-11 16:50:14.681 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.681 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 58 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=13048, to=9996
2025-11-11 16:50:14.681 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 92 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=12956, to=7637
2025-11-11 16:50:14.681 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 94 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7543, to=10090
2025-11-11 16:50:14.681 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 97 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=9993, to=9508
2025-11-11 16:50:14.681 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 71 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9437, to=7614
2025-11-11 16:50:14.681 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 77 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=7537, to=9514
2025-11-11 16:50:14.682 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.682 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 6 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=12950, to=7543
2025-11-11 16:50:14.682 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.682 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 99 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9894, to=7642
2025-11-11 16:50:14.682 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 40 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9474, to=12990
2025-11-11 16:50:14.682 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 58 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=12932, to=7700
2025-11-11 16:50:14.682 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 98 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9796, to=7798
2025-11-11 16:50:14.682 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 9 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7789, to=9805
2025-11-11 16:50:14.682 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 3 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=7786, to=9477
